com.samsung.shealth.tracker.pedometer_day_summary,6156001,5
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
95,5114593a-32b2-4677-8fc9-422428336ffa.binning_data.json,59628,6000,0,2020-07-04 14:11:14.707,com.sec.android.app.shealth,2020-07-04 11:30:26.783,5114593a-32b2-4677-8fc9-422428336ffa.source_info.json,1.1878613,70.83,3.63,95,VfS0qUERdZ,com.sec.android.app.shealth,0,5114593a-32b2-4677-8fc9-422428336ffa.achievement.json,5114593a-32b2-4677-8fc9-422428336ffa,1593820800000,
110,ea5babed-8b45-430c-8e58-20bdfc5a3887.binning_data.json,68697,6000,0,2020-07-26 22:00:34.221,com.sec.android.app.shealth,2020-07-25 22:43:36.737,,1.1867969,81.53,4.38,110,ekw9bqx6s/,com.sec.android.app.shealth,0,ea5babed-8b45-430c-8e58-20bdfc5a3887.achievement.json,ea5babed-8b45-430c-8e58-20bdfc5a3887,1595721600000,
7763,5ef0d69c-807b-4331-8ddf-21eb06a42195.binning_data.json,4839872,6000,17,2020-09-13 18:35:06.399,com.sec.android.app.shealth,2020-09-12 15:15:05.395,5ef0d69c-807b-4331-8ddf-21eb06a42195.source_info.json,1.1492232,5562.094,303.381,7746,VfS0qUERdZ,com.sec.android.app.shealth,0,5ef0d69c-807b-4331-8ddf-21eb06a42195.achievement.json,5ef0d69c-807b-4331-8ddf-21eb06a42195,1599868800000,
1473,9b5303a5-c419-4b36-8530-757c72324fa7.binning_data.json,810429,6000,0,2020-07-04 20:19:15.419,com.sec.android.app.shealth,2020-07-04 20:19:15.419,9b5303a5-c419-4b36-8530-757c72324fa7.source_info.json,1.2221571,990.472,52.61,1473,VfS0qUERdZ,com.sec.android.app.shealth,0,9b5303a5-c419-4b36-8530-757c72324fa7.achievement.json,9b5303a5-c419-4b36-8530-757c72324fa7,1593734400000,
8975,e5fe1656-f089-4a4f-a08c-a238427955e9.binning_data.json,5040181,6000,2,2020-10-24 22:00:14.970,com.sec.android.app.shealth,2020-10-18 22:47:00.912,e5fe1656-f089-4a4f-a08c-a238427955e9.source_info.json,1.3083596,6594.37,344.28,8973,VfS0qUERdZ,com.sec.android.app.shealth,0,e5fe1656-f089-4a4f-a08c-a238427955e9.achievement.json,e5fe1656-f089-4a4f-a08c-a238427955e9,1603065600000,
46,fb52fd9b-a32e-4ab5-b79b-5f11366ab300.binning_data.json,24419,6000,0,2020-07-25 22:43:36.746,com.sec.android.app.shealth,2020-07-25 22:43:36.746,,1.4676721,35.84,1.79,46,ekw9bqx6s/,com.sec.android.app.shealth,0,fb52fd9b-a32e-4ab5-b79b-5f11366ab300.achievement.json,fb52fd9b-a32e-4ab5-b79b-5f11366ab300,1595635200000,
6901,2ae7fe76-8ef8-43f2-a315-71a8df73d563.binning_data.json,4469858,6000,0,2020-09-12 22:00:13.872,com.sec.android.app.shealth,2020-09-12 22:00:13.872,,1.139139,5091.79,276.54,6901,ekw9bqx6s/,com.sec.android.app.shealth,1462,2ae7fe76-8ef8-43f2-a315-71a8df73d563.achievement.json,2ae7fe76-8ef8-43f2-a315-71a8df73d563,1599868800000,
5418,90563f1d-5b64-457b-bdda-350cda7d75ee.binning_data.json,3114963,6000,0,2020-07-04 20:19:19.001,com.sec.android.app.shealth,2020-07-04 20:19:19.001,,1.9166666,3644.775,194.949,5418,856JjMUFzS,com.sec.android.app.shealth,0,90563f1d-5b64-457b-bdda-350cda7d75ee.achievement.json,90563f1d-5b64-457b-bdda-350cda7d75ee,1592697600000,
9653,e23c3958-88dd-48b8-844c-a1e255614442.binning_data.json,5283032,6000,148,2020-09-15 18:30:51.177,com.sec.android.app.shealth,2020-09-13 16:41:28.710,e23c3958-88dd-48b8-844c-a1e255614442.source_info.json,1.3532147,7149.078,387.67,9505,VfS0qUERdZ,com.sec.android.app.shealth,0,e23c3958-88dd-48b8-844c-a1e255614442.achievement.json,e23c3958-88dd-48b8-844c-a1e255614442,1599955200000,
121,0ebd5a3c-d4ef-485d-91d2-d072f7992518.binning_data.json,68087,6000,0,2020-06-04 22:00:02.451,com.sec.android.app.shealth,2020-06-04 22:00:02.451,,1.4722221,92.04,4.79,121,ekw9bqx6s/,com.sec.android.app.shealth,0,0ebd5a3c-d4ef-485d-91d2-d072f7992518.achievement.json,0ebd5a3c-d4ef-485d-91d2-d072f7992518,1591228800000,
5321,14dbf7b2-3af6-426a-89e4-68c7d0f13ca3.binning_data.json,3289676,6000,0,2020-07-04 20:19:19.070,com.sec.android.app.shealth,2020-07-04 20:19:19.070,,1.9444443,3252.517,185.78,5321,856JjMUFzS,com.sec.android.app.shealth,0,14dbf7b2-3af6-426a-89e4-68c7d0f13ca3.achievement.json,14dbf7b2-3af6-426a-89e4-68c7d0f13ca3,1592784000000,
2989,6f823e68-2ace-4747-b431-66824f5171c6.binning_data.json,1631223,6000,5,2020-09-13 18:35:06.449,com.sec.android.app.shealth,2020-09-13 18:35:06.449,6f823e68-2ace-4747-b431-66824f5171c6.source_info.json,1.2616402,2058.017,110.8,2984,VfS0qUERdZ,com.sec.android.app.shealth,0,6f823e68-2ace-4747-b431-66824f5171c6.achievement.json,6f823e68-2ace-4747-b431-66824f5171c6,1599782400000,
1447,423cf8f5-0e56-4760-842f-8863d4893be3.binning_data.json,777100,6000,9,2020-07-04 20:19:19.151,com.sec.android.app.shealth,2020-07-04 20:19:19.151,,1.9444443,968.818,52.989,1438,856JjMUFzS,com.sec.android.app.shealth,0,423cf8f5-0e56-4760-842f-8863d4893be3.achievement.json,423cf8f5-0e56-4760-842f-8863d4893be3,1592870400000,
1111,d9383470-ba1e-444d-be94-f89bb08a7eed.binning_data.json,595517,6000,0,2020-06-19 17:35:26.036,com.sec.android.app.shealth,2020-06-05 07:26:34.940,d9383470-ba1e-444d-be94-f89bb08a7eed.source_info.json,1.3193811,785.715,41.0,1111,VfS0qUERdZ,com.sec.android.app.shealth,0,d9383470-ba1e-444d-be94-f89bb08a7eed.achievement.json,d9383470-ba1e-444d-be94-f89bb08a7eed,1591315200000,
8790,6487fcde-42c4-4c87-a4de-735f9ef287f6.binning_data.json,4867351,6000,2,2020-09-13 22:00:06.331,com.sec.android.app.shealth,2020-09-13 22:00:06.331,,1.3687853,6662.36,360.47,8788,ekw9bqx6s/,com.sec.android.app.shealth,7605,6487fcde-42c4-4c87-a4de-735f9ef287f6.achievement.json,6487fcde-42c4-4c87-a4de-735f9ef287f6,1599955200000,
104,92f67f36-ac79-4974-8033-1078e757916b.binning_data.json,64060,6000,0,2020-06-05 22:00:21.837,com.sec.android.app.shealth,2020-06-05 22:00:21.837,,1.5833335,78.24,4.04,104,ekw9bqx6s/,com.sec.android.app.shealth,0,92f67f36-ac79-4974-8033-1078e757916b.achievement.json,92f67f36-ac79-4974-8033-1078e757916b,1591315200000,
1142,461549e5-a65b-410d-9c8a-45de5f32614d.binning_data.json,610230,6000,0,2020-07-04 20:19:19.192,com.sec.android.app.shealth,2020-07-04 20:19:19.192,,2.0000002,786.987,41.391,1142,856JjMUFzS,com.sec.android.app.shealth,0,461549e5-a65b-410d-9c8a-45de5f32614d.achievement.json,461549e5-a65b-410d-9c8a-45de5f32614d,1592956800000,
1218,23461105-9dc4-4f79-a27f-d841e043d0ad.binning_data.json,788214,6000,0,2020-07-27 20:18:16.176,com.sec.android.app.shealth,2020-07-26 22:45:00.547,23461105-9dc4-4f79-a27f-d841e043d0ad.source_info.json,1.1344885,894.22003,49.28,1218,VfS0qUERdZ,com.sec.android.app.shealth,0,23461105-9dc4-4f79-a27f-d841e043d0ad.achievement.json,23461105-9dc4-4f79-a27f-d841e043d0ad,1595808000000,
120,a9e53d67-dc0b-4099-8fe3-c220a6ff8969.binning_data.json,73391,6000,0,2020-11-22 19:40:06.642,com.sec.android.app.shealth,2020-11-22 12:26:52.787,a9e53d67-dc0b-4099-8fe3-c220a6ff8969.source_info.json,1.2220714,89.69,4.7799997,120,VfS0qUERdZ,com.sec.android.app.shealth,0,a9e53d67-dc0b-4099-8fe3-c220a6ff8969.achievement.json,a9e53d67-dc0b-4099-8fe3-c220a6ff8969,1606003200000,
2460,b2b0e7e9-5b3b-4b0e-b888-952dcba221fe.binning_data.json,1264157,6000,6,2020-09-13 22:00:20.591,com.sec.android.app.shealth,2020-09-13 22:00:20.591,,1.4089849,1781.179,93.412,2454,856JjMUFzS,com.sec.android.app.shealth,0,b2b0e7e9-5b3b-4b0e-b888-952dcba221fe.achievement.json,b2b0e7e9-5b3b-4b0e-b888-952dcba221fe,1599609600000,
12899,fd3f0861-f9a9-40cd-8e08-0730c84abcb9.binning_data.json,7782922,6000,0,2020-07-04 20:19:19.329,com.sec.android.app.shealth,2020-07-04 20:19:19.329,,1.9722222,8299.071,449.131,12899,856JjMUFzS,com.sec.android.app.shealth,0,fd3f0861-f9a9-40cd-8e08-0730c84abcb9.achievement.json,fd3f0861-f9a9-40cd-8e08-0730c84abcb9,1592611200000,
1218,f9bf644b-1f6d-4137-b49c-dc368dce892a.binning_data.json,788214,6000,0,2020-07-27 22:00:02.053,com.sec.android.app.shealth,2020-07-27 22:00:02.053,,1.1344885,894.22003,49.28,1218,ekw9bqx6s/,com.sec.android.app.shealth,0,f9bf644b-1f6d-4137-b49c-dc368dce892a.achievement.json,f9bf644b-1f6d-4137-b49c-dc368dce892a,1595808000000,
7763,c9220c1c-90a0-4abb-94c2-03e725de3a99.binning_data.json,4440338,6000,0,2020-10-19 22:00:02.223,com.sec.android.app.shealth,2020-10-19 22:00:02.223,,1.3314705,5912.18,311.43,7763,ekw9bqx6s/,com.sec.android.app.shealth,7191,c9220c1c-90a0-4abb-94c2-03e725de3a99.achievement.json,c9220c1c-90a0-4abb-94c2-03e725de3a99,1603065600000,
845,b522cc48-2c27-4e17-a725-f961a42fd90e.binning_data.json,492656,6000,0,2020-07-04 20:19:19.514,com.sec.android.app.shealth,2020-07-04 20:19:19.514,,1.9166666,576.084,30.56,845,856JjMUFzS,com.sec.android.app.shealth,0,b522cc48-2c27-4e17-a725-f961a42fd90e.achievement.json,b522cc48-2c27-4e17-a725-f961a42fd90e,1593043200000,
85,cc70ecad-ace8-4a77-a5b8-1b701ae5c5f7.binning_data.json,53123,6000,0,2020-07-28 11:46:04.539,com.sec.android.app.shealth,2020-07-27 23:15:13.423,cc70ecad-ace8-4a77-a5b8-1b701ae5c5f7.source_info.json,1.1983335,63.66,3.39,85,VfS0qUERdZ,com.sec.android.app.shealth,0,cc70ecad-ace8-4a77-a5b8-1b701ae5c5f7.achievement.json,cc70ecad-ace8-4a77-a5b8-1b701ae5c5f7,1595894400000,
2873,bfbc362f-80ab-4cc9-8125-9c6265aa946d.binning_data.json,1644198,6000,0,2020-07-04 20:19:19.591,com.sec.android.app.shealth,2020-07-04 20:19:19.591,,2.0277777,1869.939,103.29,2873,856JjMUFzS,com.sec.android.app.shealth,0,bfbc362f-80ab-4cc9-8125-9c6265aa946d.achievement.json,bfbc362f-80ab-4cc9-8125-9c6265aa946d,1593216000000,
1526,ddc0aa93-80d6-4ae3-a6e4-5f84c235cff0.binning_data.json,839374,6000,12,2020-09-13 22:00:20.621,com.sec.android.app.shealth,2020-09-13 22:00:20.621,,1.2516059,1050.566,55.85,1514,856JjMUFzS,com.sec.android.app.shealth,0,ddc0aa93-80d6-4ae3-a6e4-5f84c235cff0.achievement.json,ddc0aa93-80d6-4ae3-a6e4-5f84c235cff0,1599696000000,
120,d969c759-96c3-450a-866c-d3efa3628f55.binning_data.json,73391,6000,0,2020-11-22 23:00:03.087,com.sec.android.app.shealth,2020-11-22 23:00:03.087,,1.2220714,89.69,4.7799997,120,ekw9bqx6s/,com.sec.android.app.shealth,0,d969c759-96c3-450a-866c-d3efa3628f55.achievement.json,d969c759-96c3-450a-866c-d3efa3628f55,1606003200000,
85,017afe82-9f33-4146-94c1-8b4a32823375.binning_data.json,53123,6000,0,2020-07-28 22:00:01.324,com.sec.android.app.shealth,2020-07-28 22:00:01.324,,1.1983335,63.66,3.39,85,ekw9bqx6s/,com.sec.android.app.shealth,0,017afe82-9f33-4146-94c1-8b4a32823375.achievement.json,017afe82-9f33-4146-94c1-8b4a32823375,1595894400000,
1844,8eface59-06cb-4a96-bc0b-55c8f544bd68.binning_data.json,1007314,6000,0,2020-07-04 20:19:19.627,com.sec.android.app.shealth,2020-07-04 20:19:19.627,,1.9722222,1256.527,66.469,1844,856JjMUFzS,com.sec.android.app.shealth,0,8eface59-06cb-4a96-bc0b-55c8f544bd68.achievement.json,8eface59-06cb-4a96-bc0b-55c8f544bd68,1593388800000,
2286,7d578f5e-7723-4cd0-b12a-e087e27582c9.binning_data.json,1189785,6000,25,2020-09-13 22:00:20.709,com.sec.android.app.shealth,2020-09-13 22:00:20.709,,1.3642629,1623.18,87.67,2261,856JjMUFzS,com.sec.android.app.shealth,0,7d578f5e-7723-4cd0-b12a-e087e27582c9.achievement.json,7d578f5e-7723-4cd0-b12a-e087e27582c9,1599523200000,
2989,1c09e344-6e18-45eb-980c-44d3a6e8fcc0.binning_data.json,1631223,6000,5,2020-09-13 22:00:20.788,com.sec.android.app.shealth,2020-09-13 22:00:20.788,,1.2616402,2058.017,110.8,2984,856JjMUFzS,com.sec.android.app.shealth,0,1c09e344-6e18-45eb-980c-44d3a6e8fcc0.achievement.json,1c09e344-6e18-45eb-980c-44d3a6e8fcc0,1599782400000,
85,648df5a1-9c53-4d9c-96f6-436eef7fd303.binning_data.json,52783,6000,0,2020-07-29 20:59:05.327,com.sec.android.app.shealth,2020-07-28 22:31:48.349,648df5a1-9c53-4d9c-96f6-436eef7fd303.source_info.json,1.2028452,63.49,3.3799999,85,VfS0qUERdZ,com.sec.android.app.shealth,0,648df5a1-9c53-4d9c-96f6-436eef7fd303.achievement.json,648df5a1-9c53-4d9c-96f6-436eef7fd303,1595980800000,
661,765933ca-b4fd-4fd1-8ef5-3eda30a28ad4.binning_data.json,422392,6000,0,2020-11-23 16:45:14.765,com.sec.android.app.shealth,2020-11-23 14:15:04.382,765933ca-b4fd-4fd1-8ef5-3eda30a28ad4.source_info.json,1.1419249,482.34,27.31,661,VfS0qUERdZ,com.sec.android.app.shealth,0,765933ca-b4fd-4fd1-8ef5-3eda30a28ad4.achievement.json,765933ca-b4fd-4fd1-8ef5-3eda30a28ad4,1606089600000,
7988,d2fd9a43-e167-4136-8466-b1eac942df67.binning_data.json,4906548,6000,0,2020-07-04 20:19:19.735,com.sec.android.app.shealth,2020-07-04 20:19:19.735,,2.1666667,5054.645,284.73,7988,856JjMUFzS,com.sec.android.app.shealth,0,d2fd9a43-e167-4136-8466-b1eac942df67.achievement.json,d2fd9a43-e167-4136-8466-b1eac942df67,1593129600000,
661,53b7de0f-4379-4de1-b7f9-a6f7af19a005.binning_data.json,422392,6000,0,2020-11-23 23:00:09.154,com.sec.android.app.shealth,2020-11-23 23:00:09.154,,1.1419249,482.34,27.31,661,ekw9bqx6s/,com.sec.android.app.shealth,0,53b7de0f-4379-4de1-b7f9-a6f7af19a005.achievement.json,53b7de0f-4379-4de1-b7f9-a6f7af19a005,1606089600000,
7447,26ef7375-ecb3-434d-849e-25b93bece144.binning_data.json,4489763,6000,17,2020-09-13 22:00:20.852,com.sec.android.app.shealth,2020-09-13 22:00:20.852,,1.1113898,4989.878,272.77,7430,856JjMUFzS,com.sec.android.app.shealth,0,26ef7375-ecb3-434d-849e-25b93bece144.achievement.json,26ef7375-ecb3-434d-849e-25b93bece144,1599868800000,
630,48e56c20-b17a-4e71-a418-2ec0f6062f15.binning_data.json,321386,6000,0,2020-10-19 22:00:04.563,com.sec.android.app.shealth,2020-10-19 22:00:04.563,,1.3782227,442.942,23.32,630,856JjMUFzS,com.sec.android.app.shealth,0,48e56c20-b17a-4e71-a418-2ec0f6062f15.achievement.json,48e56c20-b17a-4e71-a418-2ec0f6062f15,1602979200000,
85,636290b8-a91a-4bc5-ae90-dc5a9e10e5b6.binning_data.json,52783,6000,0,2020-07-29 22:00:16.677,com.sec.android.app.shealth,2020-07-29 22:00:16.677,,1.2028452,63.49,3.3799999,85,ekw9bqx6s/,com.sec.android.app.shealth,0,636290b8-a91a-4bc5-ae90-dc5a9e10e5b6.achievement.json,636290b8-a91a-4bc5-ae90-dc5a9e10e5b6,1595980800000,
9303,54d1fbb4-e839-450f-9164-ed92f0fc6fb7.binning_data.json,5118124,6000,148,2020-09-15 22:00:05.010,com.sec.android.app.shealth,2020-09-13 22:00:20.958,,1.2158065,6222.649,349.551,9155,856JjMUFzS,com.sec.android.app.shealth,0,54d1fbb4-e839-450f-9164-ed92f0fc6fb7.achievement.json,54d1fbb4-e839-450f-9164-ed92f0fc6fb7,1599955200000,
1057,07d3cc87-40fd-4521-bdb3-6868e5be5841.binning_data.json,661320,6000,0,2020-06-19 17:35:26.000,com.sec.android.app.shealth,2020-06-06 12:31:47.976,07d3cc87-40fd-4521-bdb3-6868e5be5841.source_info.json,1.1351902,750.725,40.81,1057,VfS0qUERdZ,com.sec.android.app.shealth,0,07d3cc87-40fd-4521-bdb3-6868e5be5841.achievement.json,07d3cc87-40fd-4521-bdb3-6868e5be5841,1591401600000,
637,98f7c1c1-00eb-4411-aea3-da21bd88ed59.binning_data.json,390604,6000,0,2020-11-24 22:06:23.686,com.sec.android.app.shealth,2020-11-24 18:46:27.678,98f7c1c1-00eb-4411-aea3-da21bd88ed59.source_info.json,1.2074611,471.64,25.55,637,VfS0qUERdZ,com.sec.android.app.shealth,0,98f7c1c1-00eb-4411-aea3-da21bd88ed59.achievement.json,98f7c1c1-00eb-4411-aea3-da21bd88ed59,1606176000000,
203,233e610f-e5fe-406a-81bb-43ee08150a3e.binning_data.json,118956,6000,0,2020-09-15 18:30:50.869,com.sec.android.app.shealth,2020-09-14 00:04:44.451,233e610f-e5fe-406a-81bb-43ee08150a3e.source_info.json,1.1951998,142.177,7.8,203,VfS0qUERdZ,com.sec.android.app.shealth,0,233e610f-e5fe-406a-81bb-43ee08150a3e.achievement.json,233e610f-e5fe-406a-81bb-43ee08150a3e,1600041600000,
637,935968dd-de98-4f41-8825-e6fb0befef9f.binning_data.json,390604,6000,0,2020-11-24 23:00:03.135,com.sec.android.app.shealth,2020-11-24 23:00:03.135,,1.2074611,471.64,25.55,637,ekw9bqx6s/,com.sec.android.app.shealth,0,935968dd-de98-4f41-8825-e6fb0befef9f.achievement.json,935968dd-de98-4f41-8825-e6fb0befef9f,1606176000000,
813,4d77da94-30ed-416a-b97a-f1a937d7d7f4.binning_data.json,514991,6000,0,2020-06-06 22:00:02.520,com.sec.android.app.shealth,2020-06-06 22:00:02.520,,1.5277778,593.15,32.9,813,ekw9bqx6s/,com.sec.android.app.shealth,0,4d77da94-30ed-416a-b97a-f1a937d7d7f4.achievement.json,4d77da94-30ed-416a-b97a-f1a937d7d7f4,1591401600000,
1030,0e11af48-a28a-4a13-a665-3674996c7932.binning_data.json,532597,6000,0,2020-07-04 20:19:19.844,com.sec.android.app.shealth,2020-07-04 20:19:19.844,,1.8611113,698.138,37.21,1030,856JjMUFzS,com.sec.android.app.shealth,0,0e11af48-a28a-4a13-a665-3674996c7932.achievement.json,0e11af48-a28a-4a13-a665-3674996c7932,1593475200000,
116,7db78a0f-6c00-4b4c-9dde-970b793ef0ca.binning_data.json,67114,6000,0,2020-09-14 22:00:08.779,com.sec.android.app.shealth,2020-09-14 22:00:08.779,,1.3132684,88.14,4.59,116,ekw9bqx6s/,com.sec.android.app.shealth,0,7db78a0f-6c00-4b4c-9dde-970b793ef0ca.achievement.json,7db78a0f-6c00-4b4c-9dde-970b793ef0ca,1600041600000,
248,c2e8f3a5-079d-44f2-94ef-6db169566209.binning_data.json,126043,6000,0,2020-10-19 22:00:04.576,com.sec.android.app.shealth,2020-10-19 22:00:04.576,,1.4077524,177.438,9.101,248,856JjMUFzS,com.sec.android.app.shealth,0,c2e8f3a5-079d-44f2-94ef-6db169566209.achievement.json,c2e8f3a5-079d-44f2-94ef-6db169566209,1602892800000,
71,33395ac0-ab36-4300-94a6-f8078839a1fe.binning_data.json,45809,6000,0,2020-11-25 22:58:30.799,com.sec.android.app.shealth,2020-11-25 00:12:00.550,33395ac0-ab36-4300-94a6-f8078839a1fe.source_info.json,1.1475822,52.57,2.82,71,VfS0qUERdZ,com.sec.android.app.shealth,0,33395ac0-ab36-4300-94a6-f8078839a1fe.achievement.json,33395ac0-ab36-4300-94a6-f8078839a1fe,1606262400000,
2760,b4c92101-b1fb-4d82-bf24-ea3e1e3434e4.binning_data.json,1586530,6000,2,2020-07-04 20:19:19.880,com.sec.android.app.shealth,2020-07-04 20:19:19.880,,1.8333335,1748.177,102.55,2758,856JjMUFzS,com.sec.android.app.shealth,0,b4c92101-b1fb-4d82-bf24-ea3e1e3434e4.achievement.json,b4c92101-b1fb-4d82-bf24-ea3e1e3434e4,1593561600000,
71,c10a01bc-6f0a-453d-b402-42d14cdbc233.binning_data.json,45809,6000,0,2020-11-25 23:00:01.688,com.sec.android.app.shealth,2020-11-25 23:00:01.688,,1.1475822,52.57,2.82,71,ekw9bqx6s/,com.sec.android.app.shealth,0,c10a01bc-6f0a-453d-b402-42d14cdbc233.achievement.json,c10a01bc-6f0a-453d-b402-42d14cdbc233,1606262400000,
3495,d5c1d39a-bfc5-4629-ac20-0ffaa4967d18.binning_data.json,1856961,6000,41,2020-10-19 22:00:04.585,com.sec.android.app.shealth,2020-10-19 22:00:04.585,,1.299062,2412.308,129.822,3454,856JjMUFzS,com.sec.android.app.shealth,0,d5c1d39a-bfc5-4629-ac20-0ffaa4967d18.achievement.json,d5c1d39a-bfc5-4629-ac20-0ffaa4967d18,1602806400000,
9771,c410e482-87fa-4c3a-818e-700a03887089.binning_data.json,5349026,6000,1,2020-09-20 20:23:00.270,com.sec.android.app.shealth,2020-09-15 16:50:31.179,c410e482-87fa-4c3a-818e-700a03887089.source_info.json,1.3451929,7195.4727,380.233,9770,VfS0qUERdZ,com.sec.android.app.shealth,0,c410e482-87fa-4c3a-818e-700a03887089.achievement.json,c410e482-87fa-4c3a-818e-700a03887089,1600128000000,
392,85bece2f-3de5-4878-8ecf-8fcd32df9313.binning_data.json,238983,6000,0,2020-07-04 20:19:19.971,com.sec.android.app.shealth,2020-07-04 20:19:19.971,,1.8611113,261.194,13.89,392,856JjMUFzS,com.sec.android.app.shealth,0,85bece2f-3de5-4878-8ecf-8fcd32df9313.achievement.json,85bece2f-3de5-4878-8ecf-8fcd32df9313,1593648000000,
139,facd2f6b-963b-4f93-9df7-859c94dae70f.binning_data.json,84645,6000,0,2020-06-07 16:21:00.920,com.sec.android.app.shealth,2020-06-06 23:21:32.569,facd2f6b-963b-4f93-9df7-859c94dae70f.source_info.json,1.2280576,103.95,5.52,139,VfS0qUERdZ,com.sec.android.app.shealth,0,facd2f6b-963b-4f93-9df7-859c94dae70f.achievement.json,facd2f6b-963b-4f93-9df7-859c94dae70f,1591488000000,
350,7f9d4e43-d2ef-4900-9d41-c7ed7e02d0da.binning_data.json,237884,6000,0,2020-07-30 21:55:13.877,com.sec.android.app.shealth,2020-07-29 22:48:35.628,7f9d4e43-d2ef-4900-9d41-c7ed7e02d0da.source_info.json,1.0624925,252.75,14.0,350,VfS0qUERdZ,com.sec.android.app.shealth,0,7f9d4e43-d2ef-4900-9d41-c7ed7e02d0da.achievement.json,7f9d4e43-d2ef-4900-9d41-c7ed7e02d0da,1596067200000,
7533,3648d6f7-8054-4fbb-aacf-dbe37633b9f4.binning_data.json,4166513,6000,0,2020-09-15 22:00:02.153,com.sec.android.app.shealth,2020-09-15 22:00:02.153,,1.3833461,5763.73,302.78,7533,ekw9bqx6s/,com.sec.android.app.shealth,7177,3648d6f7-8054-4fbb-aacf-dbe37633b9f4.achievement.json,3648d6f7-8054-4fbb-aacf-dbe37633b9f4,1600128000000,
2075,e921199b-c373-4651-b376-4b8f32b988c1.binning_data.json,1169343,6000,9,2020-11-26 22:08:16.909,com.sec.android.app.shealth,2020-11-25 23:09:59.243,e921199b-c373-4651-b376-4b8f32b988c1.source_info.json,1.3544438,1583.81,83.83,2066,VfS0qUERdZ,com.sec.android.app.shealth,0,e921199b-c373-4651-b376-4b8f32b988c1.achievement.json,e921199b-c373-4651-b376-4b8f32b988c1,1606348800000,
1897,537d6991-7fed-4f51-937f-805198e48447.binning_data.json,964515,6000,24,2020-10-19 22:00:04.637,com.sec.android.app.shealth,2020-10-19 22:00:04.637,,1.4300584,1379.314,72.558,1873,856JjMUFzS,com.sec.android.app.shealth,0,537d6991-7fed-4f51-937f-805198e48447.achievement.json,537d6991-7fed-4f51-937f-805198e48447,1602720000000,
350,04d1574d-b3d0-4578-b49a-825f1aeb5613.binning_data.json,237884,6000,0,2020-07-30 22:00:02.553,com.sec.android.app.shealth,2020-07-30 22:00:02.553,,1.0624925,252.75,14.0,350,ekw9bqx6s/,com.sec.android.app.shealth,0,04d1574d-b3d0-4578-b49a-825f1aeb5613.achievement.json,04d1574d-b3d0-4578-b49a-825f1aeb5613,1596067200000,
87,cdc9938a-8f71-4b8b-8f1d-61d70af4702f.binning_data.json,51841,6000,0,2020-09-15 22:00:04.847,com.sec.android.app.shealth,2020-09-15 22:00:04.847,,1.0423465,54.037,3.21,87,856JjMUFzS,com.sec.android.app.shealth,0,cdc9938a-8f71-4b8b-8f1d-61d70af4702f.achievement.json,cdc9938a-8f71-4b8b-8f1d-61d70af4702f,1600041600000,
2075,bb93b02b-d807-412e-a8dd-02212a2d41a7.binning_data.json,1169343,6000,9,2020-11-26 23:00:01.801,com.sec.android.app.shealth,2020-11-26 23:00:01.801,,1.3544438,1583.81,83.83,2066,ekw9bqx6s/,com.sec.android.app.shealth,1976,bb93b02b-d807-412e-a8dd-02212a2d41a7.achievement.json,bb93b02b-d807-412e-a8dd-02212a2d41a7,1606348800000,
8636,804e8c02-51de-4419-95e0-671e0352ecc0.binning_data.json,4849870,6000,2,2020-10-23 22:00:11.690,com.sec.android.app.shealth,2020-10-19 22:00:04.678,,1.1567395,5610.037,280.401,8634,856JjMUFzS,com.sec.android.app.shealth,0,804e8c02-51de-4419-95e0-671e0352ecc0.achievement.json,804e8c02-51de-4419-95e0-671e0352ecc0,1603065600000,
9518,2d954105-2e43-4817-a733-432f5dd0d139.binning_data.json,5249575,6000,1,2020-09-20 22:00:09.088,com.sec.android.app.shealth,2020-09-15 22:00:05.012,,1.2800819,6719.886,356.883,9517,856JjMUFzS,com.sec.android.app.shealth,0,2d954105-2e43-4817-a733-432f5dd0d139.achievement.json,2d954105-2e43-4817-a733-432f5dd0d139,1600128000000,
115,c2cb3443-f209-4175-a9d6-4ca04ecd3f47.binning_data.json,68880,6000,0,2020-11-27 18:31:26.469,com.sec.android.app.shealth,2020-11-27 08:19:30.019,c2cb3443-f209-4175-a9d6-4ca04ecd3f47.source_info.json,1.2525952,86.28,4.47,115,VfS0qUERdZ,com.sec.android.app.shealth,0,c2cb3443-f209-4175-a9d6-4ca04ecd3f47.achievement.json,c2cb3443-f209-4175-a9d6-4ca04ecd3f47,1606435200000,
139,7595b014-d52c-4a6a-8d29-10db46644cc8.binning_data.json,84643,6000,0,2020-06-07 22:09:08.922,com.sec.android.app.shealth,2020-06-07 22:09:08.922,,1.5329036,103.95,5.52,139,ekw9bqx6s/,com.sec.android.app.shealth,0,7595b014-d52c-4a6a-8d29-10db46644cc8.achievement.json,7595b014-d52c-4a6a-8d29-10db46644cc8,1591488000000,
